"X","gross","genres","movie_title","movie_imdb_link","budget","title_year","imdb_score","Action","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantasy","History","Horror","Music","Musical","Mystery","Romance","Sci.Fi","Sport","Thriller","War","Western","rt_score","t_gross","t_budget","t_imdb_score","t_rt_score"
2876,25675765,"Comedy","21 & Over ","http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1",1.3e+07,2013,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,280.734990085995,236.184971235554,5.9,-0.636036740695826
2878,3169424,"Drama|Sport","Resurrecting the Champ ","http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1",1.3e+07,2007,6.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,60,164.773818690576,236.184971235554,6.8,0.250785182748235
2879,18004225,"Comedy|Drama|Romance","Admission ","http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1",1.3e+07,2013,5.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,38,256.557512390014,236.184971235554,5.7,-0.30236184494975
2881,3074838,"Drama|Mystery|Romance|Thriller","Chloe ","http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1",1.1e+07,2009,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,51,163.500285350195,226.36057962613,6.3,0.0248206500144439
2883,28501651,"Drama|Thriller","Brothers ","http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1",2.6e+07,2009,7.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,63,288.265461636336,281.629676710045,7.1,0.328446277586519
2885,17738570,"Drama|Romance","The Perks of Being a Wallflower ","http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1",1.3e+07,2012,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,86,255.591006830561,236.184971235554,8,1.06444156490296
2887,1150403,"Biography|Crime|Drama","Infamous ","http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1",1.3e+07,2006,7.1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,127.000361082645,236.184971235554,7.1,0.605940212380161
2889,1712111,"Horror|Thriller","The Vatican Tapes ","http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1",8495000,2015,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19,140.691483930678,211.948820913028,4.5,-0.866641233146676
2891,301305,"Drama|Romance|War","In the Land of Blood and Honey ","http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1",1.3e+07,2011,4.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,55,89.7155322317814,236.184971235554,4.3,0.124410703516544
2892,51872378,"Crime|Thriller","The Call ","http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1",1.3e+07,2013,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,335.464239559847,236.184971235554,6.7,-0.14946323357073
2902,214966,"Crime|Drama|Thriller","The Killer Inside Me ","http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1",1.3e+07,2010,6.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,55,82.1296009680582,236.184971235554,6.1,0.124410703516544
2904,11956207,"Horror|Mystery","Sorority Row ","http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1",1.6e+07,2009,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,231.211389606474,248.98221281347,5.1,-0.762863921878057
2906,5949693,"Comedy|Drama|Romance","Lars and the Real Girl ","http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1",1.2e+07,2007,7.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,81,193.553000639468,231.426476510617,7.4,0.866641233146676
2911,4360548,"Comedy|Drama|Romance","Solitary Man ","http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1",1.5e+07,2009,6.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,80,178.786980711874,244.933190915391,6.4,0.831058479296574
2912,26589953,"Action|Crime|Thriller","Machete ","http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1",10500000,2010,6.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,283.236339662744,223.697003904889,6.7,0.576382847342255
2922,91547205,"Comedy|Romance","Think Like a Man ","http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1",1.2e+07,2012,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,387.26523712845,231.426476510617,6.6,0.0745232278451489
2928,70011073,"Action|Adventure|Drama|Thriller|War","Act of Valor ","http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1",1.2e+07,2012,6.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25,361.890955941641,231.426476510617,6.5,-0.666720792326638
2929,65269010,"Crime|Drama|Music|Romance","Step Up ","http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1",1.2e+07,2006,6.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,19,355.531335256761,231.426476510617,6.5,-0.866641233146676
2932,38087366,"Adventure|Comedy","Harold & Kumar Escape from Guantanamo Bay ","http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1",1.2e+07,2008,6.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,310.235485021937,231.426476510617,6.6,0.0745232278451489
2933,64572496,"Drama|Sci-Fi|Thriller","Chronicle ","http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1",1.2e+07,2012,7.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,85,354.568293933577,231.426476510617,7.1,1.02168356313749
2937,54724272,"Comedy|Crime","Project X ","http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1",1.2e+07,2012,6.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,340.036871327637,231.426476510617,6.7,-0.576382847342255
2940,31691811,"Horror|Sci-Fi|Thriller","Quarantine ","http://www.imdb.com/title/tt1082868/?ref_=fn_tt_tt_1",1.2e+07,2008,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58,296.121256242585,231.426476510617,6,0.19986756443194
2941,31397498,"Horror|Mystery","The Eye ","http://www.imdb.com/title/tt0406759/?ref_=fn_tt_tt_1",1.2e+07,2008,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,295.422030865546,231.426476510617,5.4,-0.762863921878057
2947,25240988,"Documentary|Music","Katy Perry: Part of Me ","http://www.imdb.com/title/tt2215719/?ref_=fn_tt_tt_1",1.2e+07,2012,5.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75,279.521879311418,231.426476510617,5.9,0.666720792326638
2948,124868837,"Drama|Romance","The Fault in Our Stars ","http://www.imdb.com/title/tt2582846/?ref_=fn_tt_tt_1",1.2e+07,2014,7.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,81,418.837511302105,231.426476510617,7.8,0.866641233146676
2950,25277561,"Comedy|Romance","Top Five ","http://www.imdb.com/title/tt2784678/?ref_=fn_tt_tt_1",1.2e+07,2014,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,279.624526008966,231.426476510617,6.5,1.06444156490296
2957,18595716,"Comedy|Family|Fantasy|Romance","Aquamarine ","http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1",1.2e+07,2006,5.3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,51,258.671659304483,231.426476510617,5.3,0.0248206500144439
2958,31990064,"Drama|Mystery|Romance","Paper Towns ","http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1",1.2e+07,2015,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,56,296.824891382006,231.426476510617,6.4,0.14946323357073
2960,17613460,"Adventure|Comedy|Drama","Nebraska ","http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1",1.2e+07,2013,7.8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,255.132067853965,231.426476510617,7.8,1.31616457200507
2963,16300302,"Comedy|Drama","Young Adult ","http://www.imdb.com/title/tt1625346/?ref_=fn_tt_tt_1",1.2e+07,2011,6.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,250.160996172366,231.426476510617,6.3,0.831058479296574
2964,27829874,"Action|Crime|Thriller","Crank ","http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1",1.2e+07,2006,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61,286.527870840408,231.426476510617,7,0.276481563965647
2976,7918283,"Drama|Thriller","Arbitrage ","http://www.imdb.com/title/tt1764183/?ref_=fn_tt_tt_1",1.2e+07,2012,6.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,87,208.186498521171,231.426476510617,6.6,1.10923983389768
2977,22331028,"Sci-Fi|Thriller","Project Almanac ","http://www.imdb.com/title/tt2436386/?ref_=fn_tt_tt_1",1.2e+07,2015,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,35,270.971175549555,231.426476510617,6.4,-0.381313958869171
2978,8134217,"Biography|Drama|Music","Cadillac Records ","http://www.imdb.com/title/tt1042877/?ref_=fn_tt_tt_1",1.2e+07,2008,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,67,209.618533774386,231.426476510617,7,0.435270167048313
2981,5542025,"Comedy","For Your Consideration ","http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1",1.2e+07,2006,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,190.078359016789,231.426476510617,6.3,0.0248206500144439
2983,6754898,"Comedy|Drama","Running with Scissors ","http://www.imdb.com/title/tt0439289/?ref_=fn_tt_tt_1",1.2e+07,2006,6.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,199.922285626911,231.426476510617,6.2,-0.490525095280763
2987,3148482,"Drama|Romance","Two Lovers ","http://www.imdb.com/title/tt1103275/?ref_=fn_tt_tt_1",1.2e+07,2008,7.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82,164.494331552995,231.426476510617,7.1,0.903356660859843
2992,3950294,"Comedy|Drama|Romance","Charlie Bartlett ","http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1",1.2e+07,2007,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,56,174.327099624749,231.426476510617,7,0.14946323357073
2997,1506998,"Crime|Drama|Romance","Married Life ","http://www.imdb.com/title/tt0804505/?ref_=fn_tt_tt_1",1.2e+07,2007,6.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,55,136.148405259886,231.426476510617,6.3,0.124410703516544
3003,303439,"Drama|Mystery|Thriller","The Life Before Her Eyes ","http://www.imdb.com/title/tt0815178/?ref_=fn_tt_tt_1",8e+06,2007,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,24,89.8810289623862,208.7318358778,6.4,-0.698045859480917
3011,177343675,"Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi","Home ","http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1",1.35e+08,2015,6.7,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,47,457.597998773379,427.164934355701,6.7,-0.0745232278451489
3017,91443253,"Biography|Drama","Heaven Is for Real ","http://www.imdb.com/title/tt1929263/?ref_=fn_tt_tt_1",1.2e+07,2014,5.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,387.154119223694,231.426476510617,5.8,-0.0745232278451489
3029,90556401,"Comedy|Drama|Family|Music|Musical|Romance","High School Musical 3: Senior Year ","http://www.imdb.com/title/tt0962726/?ref_=fn_tt_tt_1",1.1e+07,2008,4.5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,65,386.202259434783,226.36057962613,4.5,0.381313958869171
3030,93571803,"Biography|Drama|Sport","The Fighter ","http://www.imdb.com/title/tt0964517/?ref_=fn_tt_tt_1",2.5e+07,2010,7.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90,389.41076619949,278.842712474619,7.9,1.25930332677631
3033,50461335,"Drama|Fantasy|Music|Romance","If I Stay ","http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1",1.1e+07,2014,6.8,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,36,333.13176583512,226.36057962613,6.8,-0.354756155827213
3043,37766350,"Drama","The Secret Life of Bees ","http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1",1.1e+07,2008,7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,309.571255412601,226.36057962613,7.3,0.19986756443194
3064,13214255,"Drama|Music","Inside Llewyn Davis ","http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1",1.1e+07,2013,7.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,94,237.168544395603,226.36057962613,7.4,1.51919717863482
3069,352786,"Biography|Drama|Music","Copying Beethoven ","http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1",1.1e+07,2006,6.8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28,93.4850069265433,226.36057962613,6.8,-0.576382847342255
3072,56729973,"Horror|Mystery","Saw V ","http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1",10800000,2008,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12,343.146775429442,225.306270129048,5.8,-1.15638246077668
3082,11043445,"Comedy|Drama|Romance","In the Land of Women ","http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1",1e+07,2007,6.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,43,226.587698416414,220.93653007614,6.5,-0.174609938698074
3087,1066555,"Drama|History|Romance|Western","September Dawn ","http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1",1.1e+07,2007,5.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,13,124.545182542555,226.36057962613,5.8,-1.10923983389768
3092,80150343,"Horror|Mystery","Saw III ","http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1",1e+07,2006,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,28,374.474250523206,220.93653007614,6.2,-0.576382847342255
3097,47536959,"Drama","Precious ","http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1",1e+07,2009,7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,328.137444859294,220.93653007614,7.3,1.31616457200507
3098,63270259,"Horror|Mystery","Saw IV ","http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1",1e+07,2007,5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,352.746642439426,220.93653007614,5.9,-0.941332186301317
3100,63231524,"Comedy|Drama|Romance","Madea's Family Reunion ","http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1",6e+06,2006,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25,352.692028490372,193.969280153591,5,-0.666720792326638
3114,33583175,"Horror|Mystery|Thriller","Devil ","http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1",1e+07,2010,6.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,52,300.502196317046,220.93653007614,6.3,0.0496566029406726
3120,31487293,"Comedy|Drama|Music|Romance","Nick and Norah's Infinite Playlist ","http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1",9e+06,2008,6.7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,74,295.635884004301,215.089023002066,6.7,0.636036740695826
3127,28435406,"Comedy|Romance","Employee of the Month ","http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1",1.2e+07,2006,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,288.095488820834,231.426476510617,5.5,-0.831058479296574
3132,27736779,"Horror|Mystery|Thriller","Sinister 2 ","http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1",1e+07,2015,5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,13,286.284600904367,220.93653007614,5.2,-1.10923983389768
3133,24397469,"Drama|Music","Sparkle ","http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1",1.7e+07,2012,5.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,57,277.122874614241,252.845654060727,5.7,0.174609938698073
3135,25464480,"Mystery|Sci-Fi|Thriller","The Fourth Kind ","http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1",1e+07,2009,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,19,280.147405112479,220.93653007614,5.9,-0.866641233146676
3136,20338609,"Comedy|Drama|Music","A Prairie Home Companion ","http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1",1e+07,2006,6.8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,81,264.621211303525,220.93653007614,6.8,0.866641233146676
3141,21371425,"Action|Sci-Fi|Thriller","Skyline ","http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1",1e+07,2010,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,267.968346932918,220.93653007614,4.4,-0.980716280162662
3143,17655201,"Drama|Family","Kit Kittredge: An American Girl ","http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1",1e+07,2008,6.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,79,255.28545668948,220.93653007614,6.7,0.796498108893595
3151,21589307,"Drama","Mud ","http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1",1e+07,2012,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,268.658892813821,220.93653007614,7.4,1.96421684194863
3152,20339754,"Comedy|Crime","Reno 911!: Miami ","http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1",1e+07,2007,5.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,264.624991856978,220.93653007614,5.9,-0.408143511816288
3153,28873374,"Documentary|Music","One Direction: This Is Us ","http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1",1e+07,2013,4.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,289.213779108378,220.93653007614,4.1,0.328446277586519
3159,43771291,"Mystery|Thriller","The Gift ","http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1",5e+06,2015,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,93,321.354883909075,185.148321800635,7.1,1.44479722250881
3164,14479776,"Biography|Crime|Drama|Romance","Big Eyes ","http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1",1e+07,2014,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,72,242.746188137615,220.93653007614,7,0.576382847342255
3168,8460995,"Action|Comedy|Romance","MacGruber ","http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1",1e+07,2010,5.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,211.732388053133,220.93653007614,5.5,-0.0745232278451489
3170,8828771,"Comedy","Movie 43 ","http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1",6e+06,2013,4.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,214.039438220138,193.969280153591,4.3,-1.70011704961397
3171,67631157,"Action|Romance|Thriller","The Tourist ","http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1",1e+08,2010,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,358.741041511433,396,6,-0.831058479296574
3172,7563670,"Comedy|Fantasy|Romance","Over Her Dead Body ","http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1",1e+07,2008,5.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,205.769882263229,220.93653007614,5.2,-1.02168356313749
3173,6619173,"Adventure|Comedy|Drama|Romance|Sci-Fi","Seeking a Friend for the End of the World ","http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1",1e+07,2012,6.7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,55,198.890131832787,220.93653007614,6.7,0.124410703516544
3177,6842058,"Action|Horror|Thriller","The Collection ","http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1",1e+07,2012,6.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,37,200.576940421644,220.93653007614,6.1,-0.328446277586519
3182,7764027,"Comedy|Drama","Bad Words ","http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1",1e+07,2013,6.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,207.14546136969,220.93653007614,6.7,0.408143511816288
3185,21569041,"Drama","Black or White ","http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1",9e+06,2014,6.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,268.594883680548,215.089023002066,6.6,-0.250785182748235
3187,5484375,"Adventure|Biography|Drama|War","Rescue Dawn ","http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1",1e+07,2006,7.3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,91,189.571661124221,220.93653007614,7.3,1.31616457200507
3188,5348317,"Comedy|Drama|Music","Danny Collins ","http://www.imdb.com/title/tt1772288/?ref_=fn_tt_tt_1",1e+07,2015,7.1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,78,188.359782093954,220.93653007614,7.1,0.762863921878057
3189,4244155,"Comedy|Drama","Jeff, Who Lives at Home ","http://www.imdb.com/title/tt1588334/?ref_=fn_tt_tt_1",1e+07,2011,6.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,177.554827171681,220.93653007614,6.5,0.762863921878057
3198,2331318,"Comedy","Bucky Larson: Born to Be a Star ","http://www.imdb.com/title/tt1411664/?ref_=fn_tt_tt_1",1e+07,2011,3.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.300501161885,220.93653007614,3.3,-2.579268135445
3202,7574066,"Comedy|Drama","While We're Young ","http://www.imdb.com/title/tt1791682/?ref_=fn_tt_tt_1",1e+07,2014,6.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,205.841925483501,220.93653007614,6.3,0.980716280162662
3203,1754319,"Drama|Romance","A Better Life ","http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1",1e+07,2011,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,85,141.575112055531,220.93653007614,7.2,1.02168356313749
3207,1939441,"Biography|Crime|Drama","The Iceman ","http://www.imdb.com/title/tt1491044/?ref_=fn_tt_tt_1",1e+07,2012,6.9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,145.272269036446,220.93653007614,6.9,0.408143511816288
3211,1987762,"Crime|Drama|Romance|Thriller","Killer Joe ","http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1",1.1e+07,2011,6.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,78,146.193482508355,226.36057962613,6.7,0.762863921878057
3212,1474508,"Comedy|Drama","The Joneses ","http://www.imdb.com/title/tt1285309/?ref_=fn_tt_tt_1",5e+06,2009,6.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,135.386840702322,185.148321800635,6.5,-0.866641233146676
3214,900926,"Comedy","The Brothers Solomon ","http://www.imdb.com/title/tt0784972/?ref_=fn_tt_tt_1",1e+07,2007,5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,119.234489810688,220.93653007614,5.3,-1.02168356313749
3218,578527,"Action|Comedy|Thriller","War, Inc. ","http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1",1e+07,2008,5.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,106.316607918857,220.93653007614,5.7,-0.518713715121463
3222,3093491,"Biography|Drama","Rosewater ","http://www.imdb.com/title/tt2752688/?ref_=fn_tt_tt_1",5e+06,2014,6.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,163.753737750489,185.148321800635,6.6,0.730071412256723
3236,19348,"Comedy|Drama","The Open Road ","http://www.imdb.com/title/tt1007018/?ref_=fn_tt_tt_1",1e+07,2009,5.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43.1757714756413,220.93653007614,5.5,-0.547320713351646
3237,100503,"Comedy|Romance","The Good Guy ","http://www.imdb.com/title/tt1247662/?ref_=fn_tt_tt_1",8e+06,2009,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,67.220455628969,208.7318358778,5.9,-0.381313958869171
3238,92900,"Comedy|Drama","Motherhood ","http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1",5e+06,2009,4.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,65.8335178071463,185.148321800635,4.7,-0.831058479296574
3242,5561,"Comedy|Romance","Blonde Ambition ","http://www.imdb.com/title/tt0887719/?ref_=fn_tt_tt_1",1e+07,2007,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,30.5420584794847,220.93653007614,3.9,-1.06444156490296
3280,3571735,"Biography|Drama|Music","The Runaways ","http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1",1e+07,2010,6.6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,68,169.892078563074,220.93653007614,6.6,0.462721010177276
3288,24530513,"Documentary|Drama","Sicko ","http://www.imdb.com/title/tt0386032/?ref_=fn_tt_tt_1",9e+06,2007,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,277.505347378632,215.089023002066,8,1.31616457200507
